payment_id,user_id,amount,payment_date,plan_type,valid_until,churn_status,renewed,validity_days
T92832151170,15128,7.99,2024-11-07,Standard,2024-12-07,churned,False,30
T92031481346,15129,4.99,2024-11-07,Student Plan,2024-12-07,active,True,30
T53537319235,15129,7.99,2024-12-08,Standard,2025-01-07,active,True,30
T75949453896,15129,7.99,2025-01-09,Standard,2025-02-08,churned,False,30
T62920975857,15130,12.99,2024-11-07,Premium,2025-01-06,active,True,60
T81870350372,15130,12.99,2025-01-10,Premium,2025-03-11,churned,False,60
T88112935932,15131,12.99,2024-11-07,Premium,2025-01-06,active,True,60
T80675136804,15131,7.99,2025-01-09,Standard,2025-02-08,active,True,30
T78464185860,15131,7.99,2025-02-11,Standard,2025-03-13,active,True,30
T74658918289,15131,7.99,2025-03-15,Standard,2025-04-14,active,True,30
T55509786831,15132,12.99,2024-11-07,Premium,2025-01-06,active,True,60
T90155106795,15132,12.99,2025-01-08,Premium,2025-03-09,active,True,60
T74158554153,15132,7.99,2025-03-11,Standard,2025-04-10,active,True,30
T79022527739,15133,7.99,2024-11-08,Standard,2024-12-08,active,True,30
T93116445359,15133,7.99,2024-12-11,Standard,2025-01-10,active,True,30
T93915100793,15133,12.99,2025-01-12,Premium,2025-03-13,active,True,60
T50668210116,15134,4.99,2024-11-08,Student Plan,2024-12-08,active,True,30
T83354573042,15134,4.99,2024-12-11,Student Plan,2025-01-10,active,True,30
T87949500205,15134,4.99,2025-01-15,Student Plan,2025-02-14,churned,False,30
T78633706805,15135,4.99,2024-11-08,Student Plan,2024-12-08,churned,False,30
T75165996793,15136,4.99,2024-11-08,Student Plan,2024-12-08,active,True,30
T88921292378,15136,4.99,2024-12-09,Student Plan,2025-01-08,active,True,30
T80421093650,15136,4.99,2025-01-11,Student Plan,2025-02-10,active,True,30
T72200501960,15136,7.99,2025-02-13,Standard,2025-03-15,active,True,30
T82983473580,15137,4.99,2024-11-08,Student Plan,2024-12-08,active,True,30
T66613778493,15137,4.99,2024-12-12,Student Plan,2025-01-11,churned,False,30
T64600863421,15138,4.99,2024-11-08,Student Plan,2024-12-08,churned,False,30
T61582700895,15139,4.99,2024-11-08,Student Plan,2024-12-08,active,True,30
T67120828361,15139,4.99,2024-12-10,Student Plan,2025-01-09,active,True,30
T79959355742,15139,7.99,2025-01-14,Standard,2025-02-13,active,True,30
T72427847716,15139,7.99,2025-02-15,Standard,2025-03-17,active,True,30
T56062491500,15140,7.99,2024-11-08,Standard,2024-12-08,active,True,30
T70743148172,15140,7.99,2024-12-12,Standard,2025-01-11,churned,False,30
T94915682981,15141,7.99,2024-11-08,Standard,2024-12-08,active,True,30
T50641517931,15141,7.99,2024-12-11,Standard,2025-01-10,churned,False,30
T99126357923,15142,7.99,2024-11-08,Standard,2024-12-08,active,True,30
T61085319192,15142,7.99,2024-12-09,Standard,2025-01-08,churned,False,30
T50991740922,15143,12.99,2024-11-08,Premium,2025-01-07,active,True,60
T69295055679,15143,12.99,2025-01-10,Premium,2025-03-11,active,True,60
T75186572688,15143,7.99,2025-03-12,Standard,2025-04-11,active,True,30
T68480525005,15144,12.99,2024-11-08,Premium,2025-01-07,active,True,60
T73819966736,15144,7.99,2025-01-09,Standard,2025-02-08,active,True,30
T84379420147,15144,7.99,2025-02-11,Standard,2025-03-13,churned,False,30
T84143743711,15145,4.99,2024-11-08,Student Plan,2024-12-08,active,True,30
T74007072783,15145,4.99,2024-12-12,Student Plan,2025-01-11,churned,False,30
T80099640804,15146,7.99,2024-11-08,Standard,2024-12-08,churned,False,30
T65951541313,15147,12.99,2024-11-08,Premium,2025-01-07,active,True,60
T69800555311,15147,12.99,2025-01-08,Premium,2025-03-09,active,True,60
T77464138356,15147,12.99,2025-03-13,Premium,2025-05-12,active,True,60
T76962924347,15148,4.99,2024-11-09,Student Plan,2024-12-09,churned,False,30
T82963769719,15149,4.99,2024-11-09,Student Plan,2024-12-09,active,True,30
T93210199267,15149,4.99,2024-12-14,Student Plan,2025-01-13,churned,False,30
T61514609970,15150,4.99,2024-11-09,Student Plan,2024-12-09,active,True,30
T87452172923,15150,7.99,2024-12-10,Standard,2025-01-09,churned,False,30
T92060220167,15151,12.99,2024-11-09,Premium,2025-01-08,active,True,60
T81785601533,15151,12.99,2025-01-10,Premium,2025-03-11,active,True,60
T90586860397,15151,12.99,2025-03-12,Premium,2025-05-11,active,True,60
T69946641268,15152,7.99,2024-11-09,Standard,2024-12-09,active,True,30
T77112127287,15152,7.99,2024-12-10,Standard,2025-01-09,active,True,30
T71989459961,15152,7.99,2025-01-14,Standard,2025-02-13,churned,False,30
T92703762093,15153,4.99,2024-11-09,Student Plan,2024-12-09,active,True,30
T79003328714,15153,4.99,2024-12-14,Student Plan,2025-01-13,active,True,30
T86899084481,15153,4.99,2025-01-16,Student Plan,2025-02-15,active,True,30
T91758243443,15153,4.99,2025-02-20,Student Plan,2025-03-22,churned,False,30
T83515911497,15154,7.99,2024-11-09,Standard,2024-12-09,active,True,30
T82305885213,15154,7.99,2024-12-13,Standard,2025-01-12,active,True,30
T62560471804,15154,7.99,2025-01-14,Standard,2025-02-13,churned,False,30
T71735712542,15155,4.99,2024-11-09,Student Plan,2024-12-09,active,True,30
T74525747343,15155,7.99,2024-12-13,Standard,2025-01-12,active,True,30
T80927659376,15155,7.99,2025-01-17,Standard,2025-02-16,active,True,30
T67809756809,15155,7.99,2025-02-20,Standard,2025-03-22,churned,False,30
T99882505706,15156,12.99,2024-11-09,Premium,2025-01-08,active,True,60
T52488524648,15156,12.99,2025-01-12,Premium,2025-03-13,active,True,60
T98335918162,15156,12.99,2025-03-14,Premium,2025-05-13,active,True,60
T68723687860,15157,12.99,2024-11-09,Premium,2025-01-08,active,True,60
T79384767560,15157,12.99,2025-01-10,Premium,2025-03-11,active,True,60
T59342782579,15158,7.99,2024-11-09,Standard,2024-12-09,active,True,30
T64948988115,15158,7.99,2024-12-12,Standard,2025-01-11,active,True,30
T94200804056,15158,7.99,2025-01-16,Standard,2025-02-15,active,True,30
T53742778632,15158,7.99,2025-02-17,Standard,2025-03-19,active,True,30
T50498686872,15159,4.99,2024-11-09,Student Plan,2024-12-09,active,True,30
T95415598113,15159,7.99,2024-12-13,Standard,2025-01-12,churned,False,30
T75027437769,15160,4.99,2024-11-09,Student Plan,2024-12-09,active,True,30
T69488463658,15160,4.99,2024-12-14,Student Plan,2025-01-13,active,True,30
T58711244618,15160,4.99,2025-01-14,Student Plan,2025-02-13,active,True,30
T81013564809,15160,4.99,2025-02-16,Student Plan,2025-03-18,active,True,30
T89908922198,15161,4.99,2024-11-09,Student Plan,2024-12-09,churned,False,30
T53800129001,15162,12.99,2024-11-09,Premium,2025-01-08,active,True,60
T73976866849,15162,12.99,2025-01-11,Premium,2025-03-12,active,True,60
T92148165216,15162,12.99,2025-03-14,Premium,2025-05-13,active,True,60
T50080206546,15163,12.99,2024-11-09,Premium,2025-01-08,active,True,60
T61189849043,15163,12.99,2025-01-10,Premium,2025-03-11,active,True,60
T66062575103,15163,12.99,2025-03-14,Premium,2025-05-13,churned,False,60
T63383212373,15164,7.99,2024-11-09,Standard,2024-12-09,churned,False,30
T91985908637,15165,7.99,2024-11-09,Standard,2024-12-09,active,True,30
T80028999377,15165,7.99,2024-12-11,Standard,2025-01-10,churned,False,30
T63497947774,15166,7.99,2024-11-09,Standard,2024-12-09,active,True,30
T65677589166,15166,7.99,2024-12-12,Standard,2025-01-11,active,True,30
T58041497675,15166,7.99,2025-01-16,Standard,2025-02-15,active,True,30
T59001515867,15166,7.99,2025-02-20,Standard,2025-03-22,active,True,30
T57363634041,15167,12.99,2024-11-09,Premium,2025-01-08,churned,False,60
T55044222600,15168,12.99,2024-11-09,Premium,2025-01-08,churned,False,60
T56540288281,15169,12.99,2024-11-09,Premium,2025-01-08,active,True,60
T82159389573,15169,12.99,2025-01-11,Premium,2025-03-12,active,True,60
T59683569656,15169,12.99,2025-03-14,Premium,2025-05-13,active,True,60
T71461030353,15170,12.99,2024-11-09,Premium,2025-01-08,active,True,60
T59379756176,15170,12.99,2025-01-09,Premium,2025-03-10,active,True,60
T53915488825,15170,12.99,2025-03-11,Premium,2025-05-10,active,True,60
T74258618440,15171,4.99,2024-11-09,Student Plan,2024-12-09,active,True,30
T87464574405,15171,4.99,2024-12-11,Student Plan,2025-01-10,active,True,30
T75671019769,15171,4.99,2025-01-13,Student Plan,2025-02-12,active,True,30
T53543110899,15171,4.99,2025-02-13,Student Plan,2025-03-15,active,True,30
T81556227280,15172,4.99,2024-11-09,Student Plan,2024-12-09,active,True,30
T92589299907,15172,4.99,2024-12-12,Student Plan,2025-01-11,churned,False,30
T96865363031,15173,4.99,2024-11-09,Student Plan,2024-12-09,churned,False,30
T72556147654,15174,4.99,2024-11-09,Student Plan,2024-12-09,active,True,30
T57730873545,15174,4.99,2024-12-12,Student Plan,2025-01-11,active,True,30
T82770988815,15174,4.99,2025-01-15,Student Plan,2025-02-14,active,True,30
T67126821494,15174,4.99,2025-02-15,Student Plan,2025-03-17,active,True,30
T85983517461,15175,12.99,2024-11-10,Premium,2025-01-09,active,True,60
T99542434805,15175,12.99,2025-01-12,Premium,2025-03-13,active,True,60
T92754749595,15175,12.99,2025-03-15,Premium,2025-05-14,active,True,60
T64461674069,15176,7.99,2024-11-10,Standard,2024-12-10,active,True,30
T53396194365,15176,7.99,2024-12-15,Standard,2025-01-14,active,True,30
T57683082194,15176,7.99,2025-01-17,Standard,2025-02-16,active,True,30
T93162152839,15176,7.99,2025-02-18,Standard,2025-03-20,churned,False,30
T88504411254,15177,4.99,2024-11-10,Student Plan,2024-12-10,active,True,30
T60303775069,15177,7.99,2024-12-13,Standard,2025-01-12,active,True,30
T57802600920,15177,7.99,2025-01-13,Standard,2025-02-12,active,True,30
T94264772902,15177,7.99,2025-02-17,Standard,2025-03-19,active,True,30
T70565091046,15178,7.99,2024-11-10,Standard,2024-12-10,active,True,30
T95072894048,15178,7.99,2024-12-12,Standard,2025-01-11,active,True,30
T71275464953,15178,7.99,2025-01-15,Standard,2025-02-14,active,True,30
T53177501909,15178,7.99,2025-02-17,Standard,2025-03-19,active,True,30
T98955303026,15179,4.99,2024-11-10,Student Plan,2024-12-10,active,True,30
T90606489132,15179,4.99,2024-12-14,Student Plan,2025-01-13,active,True,30
T75568218010,15179,12.99,2025-01-15,Premium,2025-03-16,active,True,60
T92175149653,15180,4.99,2024-11-10,Student Plan,2024-12-10,active,True,30
T79656052257,15180,4.99,2024-12-15,Student Plan,2025-01-14,churned,False,30
T95444451387,15181,12.99,2024-11-10,Premium,2025-01-09,active,True,60
T80821836582,15181,12.99,2025-01-13,Premium,2025-03-14,active,True,60
T97604447514,15182,7.99,2024-11-10,Standard,2024-12-10,active,True,30
T75661360061,15182,4.99,2024-12-13,Student Plan,2025-01-12,active,True,30
T98245686965,15182,4.99,2025-01-14,Student Plan,2025-02-13,churned,False,30
T60792748916,15183,4.99,2024-11-10,Student Plan,2024-12-10,churned,False,30
T86109010619,15184,4.99,2024-11-10,Student Plan,2024-12-10,active,True,30
T70146181568,15184,12.99,2024-12-12,Premium,2025-02-10,active,True,60
T93291227248,15184,12.99,2025-02-12,Premium,2025-04-13,active,True,60
T94977031022,15185,4.99,2024-11-10,Student Plan,2024-12-10,active,True,30
T62738334823,15185,4.99,2024-12-15,Student Plan,2025-01-14,churned,False,30
T60514584160,15186,4.99,2024-11-10,Student Plan,2024-12-10,churned,False,30
T96488947095,15187,12.99,2024-11-10,Premium,2025-01-09,active,True,60
T59260772247,15187,12.99,2025-01-11,Premium,2025-03-12,active,True,60
T53065971325,15187,12.99,2025-03-15,Premium,2025-05-14,active,True,60
T78472204678,15188,12.99,2024-11-10,Premium,2025-01-09,active,True,60
T84608028126,15188,12.99,2025-01-10,Premium,2025-03-11,active,True,60
T95801278110,15188,12.99,2025-03-13,Premium,2025-05-12,churned,False,60
T86233939314,15189,12.99,2024-11-10,Premium,2025-01-09,churned,False,60
T88358370984,15190,12.99,2024-11-10,Premium,2025-01-09,active,True,60
T81305611039,15190,12.99,2025-01-11,Premium,2025-03-12,active,True,60
T82875464052,15190,12.99,2025-03-15,Premium,2025-05-14,active,True,60
T63336546824,15191,4.99,2024-11-10,Student Plan,2024-12-10,active,True,30
T76793283161,15191,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T74158693950,15191,7.99,2025-01-17,Standard,2025-02-16,active,True,30
T81926438776,15191,7.99,2025-02-19,Standard,2025-03-21,churned,False,30
T85836203185,15192,4.99,2024-11-10,Student Plan,2024-12-10,active,True,30
T88205944689,15192,7.99,2024-12-12,Standard,2025-01-11,active,True,30
T62009662120,15192,7.99,2025-01-14,Standard,2025-02-13,active,True,30
T55066720629,15192,7.99,2025-02-18,Standard,2025-03-20,active,True,30
T94289984846,15193,4.99,2024-11-11,Student Plan,2024-12-11,active,True,30
T75001328730,15193,4.99,2024-12-16,Student Plan,2025-01-15,active,True,30
T69394705696,15193,4.99,2025-01-17,Student Plan,2025-02-16,churned,False,30
T67163042653,15194,12.99,2024-11-11,Premium,2025-01-10,active,True,60
T79415234116,15194,12.99,2025-01-14,Premium,2025-03-15,active,True,60
T65563996975,15195,7.99,2024-11-11,Standard,2024-12-11,active,True,30
T66843246354,15195,7.99,2024-12-16,Standard,2025-01-15,active,True,30
T97889668705,15195,12.99,2025-01-20,Premium,2025-03-21,active,True,60
T61424012418,15196,4.99,2024-11-11,Student Plan,2024-12-11,churned,False,30
T68199297370,15197,4.99,2024-11-11,Student Plan,2024-12-11,active,True,30
T50418350283,15197,4.99,2024-12-15,Student Plan,2025-01-14,active,True,30
T90066800416,15197,4.99,2025-01-18,Student Plan,2025-02-17,active,True,30
T62160474723,15197,4.99,2025-02-19,Student Plan,2025-03-21,active,True,30
T54743211527,15198,7.99,2024-11-11,Standard,2024-12-11,active,True,30
T60557815392,15198,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T66926714156,15198,7.99,2025-01-16,Standard,2025-02-15,active,True,30
T91193722918,15198,12.99,2025-02-16,Premium,2025-04-17,churned,False,60
T96514954456,15199,7.99,2024-11-11,Standard,2024-12-11,active,True,30
T73552434954,15199,7.99,2024-12-16,Standard,2025-01-15,active,True,30
T73301762401,15199,7.99,2025-01-19,Standard,2025-02-18,churned,False,30
T53751774939,15200,12.99,2024-11-11,Premium,2025-01-10,active,True,60
T69866554482,15200,12.99,2025-01-15,Premium,2025-03-16,active,True,60
T92398345353,15201,4.99,2024-11-11,Student Plan,2024-12-11,active,True,30
T91815908068,15201,4.99,2024-12-16,Student Plan,2025-01-15,churned,False,30
T89307407620,15202,4.99,2024-11-11,Student Plan,2024-12-11,active,True,30
T63695186339,15202,12.99,2024-12-15,Premium,2025-02-13,active,True,60
T65324169415,15202,12.99,2025-02-17,Premium,2025-04-18,churned,False,60
T54853374637,15203,7.99,2024-11-11,Standard,2024-12-11,active,True,30
T63302644891,15203,12.99,2024-12-16,Premium,2025-02-14,active,True,60
T90126344820,15203,12.99,2025-02-17,Premium,2025-04-18,active,True,60
T78381701173,15204,12.99,2024-11-12,Premium,2025-01-11,active,True,60
T99200094143,15204,7.99,2025-01-15,Standard,2025-02-14,active,True,30
T60843973800,15204,7.99,2025-02-16,Standard,2025-03-18,churned,False,30
T73842529020,15205,7.99,2024-11-12,Standard,2024-12-12,active,True,30
T62938540067,15205,7.99,2024-12-17,Standard,2025-01-16,active,True,30
T85166278075,15205,7.99,2025-01-20,Standard,2025-02-19,churned,False,30
T81430868277,15206,7.99,2024-11-12,Standard,2024-12-12,active,True,30
T67206397312,15206,7.99,2024-12-15,Standard,2025-01-14,active,True,30
T52588978566,15206,7.99,2025-01-19,Standard,2025-02-18,active,True,30
T55115074070,15206,7.99,2025-02-21,Standard,2025-03-23,churned,False,30
T74866877750,15207,7.99,2024-11-12,Standard,2024-12-12,active,True,30
T62994720554,15207,7.99,2024-12-14,Standard,2025-01-13,active,True,30
T73985315064,15207,7.99,2025-01-15,Standard,2025-02-14,active,True,30
T72171345918,15207,7.99,2025-02-19,Standard,2025-03-21,active,True,30
T59821725715,15208,12.99,2024-11-12,Premium,2025-01-11,active,True,60
T57445709529,15208,12.99,2025-01-16,Premium,2025-03-17,churned,False,60
T85038241108,15209,4.99,2024-11-12,Student Plan,2024-12-12,active,True,30
T88626033599,15209,12.99,2024-12-13,Premium,2025-02-11,active,True,60
T50404107626,15209,12.99,2025-02-16,Premium,2025-04-17,active,True,60
T71307302693,15210,7.99,2024-11-12,Standard,2024-12-12,active,True,30
T75212969687,15210,7.99,2024-12-17,Standard,2025-01-16,active,True,30
T62596193168,15210,7.99,2025-01-21,Standard,2025-02-20,active,True,30
T62185355555,15210,7.99,2025-02-23,Standard,2025-03-25,churned,False,30
T58048808543,15211,7.99,2024-11-12,Standard,2024-12-12,active,True,30
T54161864512,15211,7.99,2024-12-13,Standard,2025-01-12,churned,False,30
T88204075049,15212,4.99,2024-11-12,Student Plan,2024-12-12,active,True,30
T51714339405,15212,4.99,2024-12-17,Student Plan,2025-01-16,churned,False,30
T64592025973,15213,12.99,2024-11-12,Premium,2025-01-11,churned,False,60
T96089254880,15214,7.99,2024-11-12,Standard,2024-12-12,active,True,30
T56078028080,15214,7.99,2024-12-17,Standard,2025-01-16,churned,False,30
T74828199326,15215,4.99,2024-11-12,Student Plan,2024-12-12,churned,False,30
T88085307533,15216,12.99,2024-11-12,Premium,2025-01-11,active,True,60
T50922222878,15216,12.99,2025-01-12,Premium,2025-03-13,churned,False,60
T79630561854,15217,4.99,2024-11-12,Student Plan,2024-12-12,active,True,30
T87337203328,15217,4.99,2024-12-14,Student Plan,2025-01-13,active,True,30
T61978507450,15217,4.99,2025-01-18,Student Plan,2025-02-17,active,True,30
T79764913059,15217,4.99,2025-02-21,Student Plan,2025-03-23,active,True,30
T50712425122,15218,12.99,2024-11-12,Premium,2025-01-11,active,True,60
T91413910518,15218,12.99,2025-01-13,Premium,2025-03-14,active,True,60
T62736237924,15219,7.99,2024-11-12,Standard,2024-12-12,churned,False,30
T52373362485,15220,7.99,2024-11-13,Standard,2024-12-13,churned,False,30
T56924229587,15221,4.99,2024-11-13,Student Plan,2024-12-13,active,True,30
T50869533358,15221,7.99,2024-12-18,Standard,2025-01-17,churned,False,30
T61538392069,15222,4.99,2024-11-13,Student Plan,2024-12-13,churned,False,30
T95393142883,15223,4.99,2024-11-13,Student Plan,2024-12-13,active,True,30
T85713948930,15223,4.99,2024-12-18,Student Plan,2025-01-17,active,True,30
T70771458901,15223,4.99,2025-01-22,Student Plan,2025-02-21,churned,False,30
T78848276758,15224,7.99,2024-11-13,Standard,2024-12-13,active,True,30
T90640776209,15224,12.99,2024-12-14,Premium,2025-02-12,active,True,60
T62344794811,15224,12.99,2025-02-17,Premium,2025-04-18,active,True,60
T64484057913,15225,12.99,2024-11-13,Premium,2025-01-12,churned,False,60
T76775308462,15226,4.99,2024-11-13,Student Plan,2024-12-13,active,True,30
